fighter/ryu/c03	408	23886-24293	-
fighter/ryu/c07	408	24314-24721	-
fighter/palutena	0		-
item/grass/param	1	24782	-
item/mushd/param	0		-
item/specialflag	0		-
fighter/jack/c06	658	24811-25468	-
fighter/gekkouga	0		-
item/screw/param	1	25469	-
fighter/nana/c03	418	25487-25904	-
fighter/nana/c07	418	25947-26364	-
item/badge/param	1	26365	-
fighter/jack/c02	670	26366-27035	-
fighter/nana/cmn	4	27036-27039	-
item/club/script	0		-
item/drill/param	0		-
item/staff/param	1	27176	-
item/slow/effect	0		-
item/wood/script	0		-
item/book/script	0		-
item/deathscythe	0		-
item/heart/model	0		-
fighter/wolf/c01	480	27487-27966	-
fighter/link/cmn	4	28023-28026	-
fighter/popo/c04	501	28027-28527	-
fighter/ness/c06	476	28528-29003	-
fighter/pitb/c04	475	29004-29478	-
fighter/duckhunt	0		-
fighter/popo/c00	502	29479-29980	-
fighter/ness/c02	476	29981-30456	-
fighter/pitb/c00	475	30457-30931	-
item/doll/motion	0		-
fighter/wolf/c05	480	30976-31455	-
item/pacmanapple	0		-
fighter/link/c03	514	31470-31983	-
item/club/camera	0		-
fighter/link/c07	514	32044-32557	-
fighter/edge/c01	443	32572-33014	-
item/pacmanmelon	0		-
item/book/camera	0		-
fighter/toonlink	0		-
item/unira/model	0		-
item/wood/camera	0		-
fighter/edge/c05	443	33119-33561	-
item/deku/motion	0		-
fighter/ness/cmn	4	33608-33611	-
fighter/link/c06	514	33612-34125	-
fighter/link/c02	514	34185-34698	-
item/unira/param	1	34727	-
fighter/edge/c04	443	34728-35170	-
fighter/edge/c00	443	35281-35723	-
fighter/ptrainer	0		-
item/togezoshell	0		-
item/fairybottle	0		-
item/smokescreen	0		-
fighter/wolf/c04	480	35884-36363	-
item/heart/param	1	36406	-
item/slow/motion	0		-
fighter/popo/c01	502	36407-36908	-
fighter/ness/c03	476	36909-37384	-
fighter/pitb/c01	475	37385-37859	-
fighter/popo/c05	501	37860-38360	-
fighter/ness/c07	476	38364-38839	-
fighter/pitb/c05	475	38840-39314	-
fighter/wolf/c00	481	39359-39839	-
item/drill/model	0		-
fighter/jack/cmn	4	39868-39871	-
item/staff/model	0		-
item/dolphinbomb	0		-
item/doll/effect	0		-
item/mushd/model	0		-
item/grass/model	0		-
fighter/jack/c03	670	40224-40893	-
item/screw/model	0		-
fighter/nana/c06	418	40894-41311	-
item/badge/model	0		-
item/deku/effect	0		-
fighter/nana/c02	418	41371-41788	-
fighter/jack/c07	658	41789-42446	-
fighter/jack/c05	670	42740-43409	-
fighter/nana/c00	419	29978-29980,43444-43859	-
fighter/nana/c04	418	28525-28527,43860-44274	-
item/slow/camera	0		-
fighter/jack/c01	670	44303-44972	-
item/stage/model	0		-
fighter/edge/c02	443	45032-45474	-
fighter/edge/c06	439	45537-45975	-
item/daisydaikon	0		-
fighter/link/c00	514	46004-46517	-
item/curry/param	0		-
fighter/pitb/cmn	4	46574-46577	-
fighter/popo/cmn	4	46578-46581	-
fighter/link/c04	514	46582-47095	-
item/wood/effect	0		-
fighter/wolf/c02	480	47110-47589	-
fighter/popo/c07	501	26362-26364,47604-48101	-
item/slow/script	0		-
fighter/ness/c05	476	48102-48577	-
fighter/pitb/c07	475	48578-49052	-
fighter/popo/c03	501	25902-25904,49053-49550	-
fighter/ness/c01	476	49551-50026	-
fighter/pitb/c03	475	50027-50501	-
item/peachdaikon	0		-
fighter/wolf/c06	480	50516-50995	-
item/book/effect	0		-
item/club/effect	0		-
fighter/wolf/c07	480	51128-51607	-
fighter/popo/c02	501	41786-41788,51622-52119	-
fighter/ness/c00	476	52120-52595	-
fighter/pitb/c02	475	52596-53070	-
fighter/popo/c06	501	41309-41311,53071-53568	-
fighter/ness/c04	476	53569-54044	-
fighter/pitb/c06	475	54045-54519	-
fighter/wolf/c03	480	54534-55013	-
item/doll/script	0		-
fighter/edge/cmn	4	55110-55113	-
fighter/edge/c07	439	55170-55608	-
item/deku/script	0		-
fighter/edge/c03	443	55688-56130	-
item/curry/model	0		-
fighter/link/c05	514	56131-56644	-
fighter/wolf/cmn	4	56673-56676	-
fighter/link/c01	514	56719-57232	-
item/doll/camera	0		-
fighter/jack/c00	670	57233-57902	-
fighter/nana/c05	418	38358-38360,57931-58345	-
fighter/nana/c01	419	36906-36908,58346-58761	-
fighter/jack/c04	670	58796-59465	-
item/stage/param	116	59468-59583	-
fighter/murabito	0		-
item/deku/camera	0		-
item/wood/motion	0		-
item/book/motion	0		-
item/starrodshot	0		-
item/club/motion	0		-
item/maximtomato	0		-
fighter/chrom/cmn	4	60825-60828	-
fighter/krool/c02	528	60829-61356	-
fighter/lucas/c07	501	61357-61857	-
fighter/sonic/c02	464	61858-62321	-
fighter/falco/c02	470	62322-62791	-
fighter/zelda/cmn	4	62792-62795	-
fighter/koopa/c00	394	62796-63189	-
fighter/koopa/c04	394	63209-63602	-
fighter/falco/c06	470	63620-64089	-
fighter/sonic/c06	463	64090-64552	-
fighter/lucas/c03	501	64576-65076	-
item/drill/script	0		-
fighter/krool/c06	528	65093-65620	-
fighter/littlemac	0		-
fighter/kamui/c06	541	65635-66175	-
item/killer/model	0		-
fighter/shulk/c06	475	66190-66664	-
fighter/daisy/c01	446	66667-67112	-
fighter/buddy/cmn	4	67113-67116	-
fighter/daisy/c05	446	67131-67576	-
item/mushd/script	0		-
fighter/shulk/c02	475	67652-68126	-
item/ripstickshot	0		-
fighter/kamui/c02	541	68141-68681	-
fighter/purin/c05	413	68696-69108	-
fighter/yoshi/c02	599	69109-69707	-
fighter/mario/c06	491	69736-70226	-
fighter/buddy/c03	595	70227-70821	-
fighter/peach/c01	479	70857-71335	-
fighter/snake/c04	657	71336-71992	-
fighter/snake/c00	658	72024-72681	-
fighter/peach/c05	479	72682-73160	-
fighter/mario/c02	488	73175-73662	-
fighter/buddy/c07	595	73663-74257	-
fighter/purin/c01	413	74258-74670	-
fighter/yoshi/c06	599	74699-75297	-
item/stage/script	0		-
fighter/zelda/c03	438	75348-75785	-
fighter/chrom/c03	432	75803-76234	-
fighter/marth/c02	418	76249-76666	-
fighter/trail/c00	482	76667-77148	-
fighter/marth/c06	418	77163-77580	-
fighter/lucas/cmn	4	77581-77584	-
fighter/trail/c04	474	77585-78058	-
item/badge/effect	0		-
fighter/chrom/c07	432	78059-78490	-
item/pellet/model	0		-
fighter/zelda/c07	438	78536-78973	-
item/grass/effect	0		-
fighter/dolly/c06	439	79016-79454	-
item/drill/camera	0		-
fighter/ganon/c04	420	79469-79888	-
fighter/pichu/c01	434	79889-80322	-
item/unira/motion	0		-
fighter/ganon/c00	420	80367-80786	-
fighter/pichu/c05	431	80810-81240	-
fighter/dolly/c02	439	81241-81679	-
item/pickelobject	0		-
item/bomber/param	1	81694	-
fighter/wario/c06	528	81709-82236	-
fighter/luigi/c02	521	82254-82774	-
fighter/demon/cmn	4	82775-82778	-
fighter/miigunner	0		-
item/mushd/camera	0		-
item/staff/effect	0		-
fighter/cloud/cmn	4	82875-82878	-
fighter/luigi/c06	521	82879-83399	-
fighter/miienemyg	0		-
item/common/model	0		-
fighter/wario/c02	528	83431-83958	-
fighter/cloud/c07	450	83973-84422	-
fighter/simon/c04	585	84437-85021	-
fighter/samus/c02	556	85022-85577	-
fighter/demon/c03	564	85578-86141	-
fighter/kirby/c02	687	86156-86842	-
fighter/demon/c07	564	86843-87406	-
fighter/miienemys	0		-
fighter/kirby/c06	687	87407-88093	-
fighter/simon/c00	585	88122-88706	-
fighter/samus/c06	556	88707-89262	-
fighter/cloud/c03	450	89263-89712	-
item/barrel/param	1	89713	-
fighter/robot/c00	455	89714-90168	-
fighter/diddy/c06	587	90172-90758	-
fighter/sheik/c02	450	90787-91236	-
fighter/brave/c00	523	91238-91760	-
fighter/brave/c04	523	91775-92297	-
item/hammer/model	0		-
item/curry/motion	0		-
fighter/sheik/c06	450	92340-92789	-
fighter/diddy/c02	587	92790-93376	-
item/stage/camera	0		-
fighter/robot/c04	455	93377-93831	-
fighter/cloud/c02	444	93832-94275	-
fighter/simon/c01	585	94291-94875	-
fighter/wario/cmn	4	94876-94879	-
fighter/samus/c07	556	94880-95435	-
item/screw/script	0		-
fighter/demon/c06	563	95439-96001	-
fighter/kirby/c07	687	96002-96688	-
fighter/demon/c02	563	96703-97265	-
fighter/luigi/cmn	4	97280-97283	-
fighter/kirby/c03	687	97284-97970	-
item/barrel/model	0		-
fighter/simon/c05	585	97971-98555	-
fighter/samus/c03	556	98557-99112	-
fighter/cloud/c06	443	99127-99569	-
item/pacmanorange	0		-
fighter/pit/movie	0		-
fighter/robot/c05	455	99570-100024	-
fighter/diddy/c03	587	100025-100611	-
fighter/dolly/cmn	4	100612-100615	-
fighter/sheik/c07	450	100644-101093	-
fighter/brave/c05	524	101094-101617	-
fighter/brave/c01	524	101633-102156	-
fighter/gamewatch	0		-
fighter/sheik/c03	450	102185-102634	-
fighter/diddy/c07	587	102635-103221	-
fighter/robot/c01	455	103236-103690	-
item/hammer/param	1	103691	-
fighter/dolly/c03	439	103692-104130	-
fighter/ganon/c01	420	104145-104564	-
fighter/pichu/c04	431	104579-105009	-
fighter/diddy/cmn	4	105024-105027	-
item/honeycombbee	0		-
fighter/ganon/c05	420	105056-105475	-
fighter/pichu/c00	429	105476-105904	-
fighter/sheik/cmn	4	105905-105908	-
fighter/dolly/c07	439	105909-106347	-
fighter/wario/c03	531	106376-106906	-
fighter/luigi/c07	521	106921-107441	-
fighter/miienemyf	0		-
item/bomber/model	0		-
item/grass/motion	0		-
item/heart/script	0		-
item/common/param	8	107498-107505	-
fighter/kirby/cmn	31	107506-107536	-
fighter/luigi/c03	521	107537-108057	-
item/badge/motion	0		-
fighter/samus/cmn	3	108058-108060	-
fighter/wario/c07	531	108075-108605	-
fighter/shulk/cmn	4	108620-108623	-
fighter/purin/c00	410	108624-109033	-
fighter/yoshi/c07	599	109062-109660	-
fighter/mario/c03	488	109661-110148	-
fighter/buddy/c06	595	110149-110743	-
item/unira/effect	0		-
fighter/kamui/cmn	4	110758-110761	-
fighter/snake/c01	657	110776-111432	-
fighter/peach/c04	479	111433-111911	-
fighter/peach/c00	478	111912-112389	-
fighter/snake/c05	657	112390-113046	-
item/screw/camera	0		-
fighter/mario/c07	488	113078-113565	-
fighter/buddy/c02	595	113566-114160	-
fighter/purin/c04	413	114182-114594	-
fighter/yoshi/c03	599	114595-115193	-
item/staff/motion	0		-
fighter/zelda/c06	438	115272-115709	-
fighter/chrom/c06	432	115710-116141	-
fighter/marth/c07	418	116173-116590	-
fighter/trail/c05	482	116594-117075	-
fighter/marth/c03	418	117076-117493	-
fighter/trail/c01	482	117494-117975	-
fighter/chrom/c02	432	118007-118438	-
fighter/krool/cmn	4	118439-118442	-
item/pellet/param	1	118457	-
fighter/zelda/c02	438	118475-118912	-
fighter/sonic/cmn	4	118949-118952	-
fighter/falco/cmn	4	118953-118956	-
fighter/krool/c07	528	118971-119498	-
fighter/lucas/c02	501	119520-120020	-
fighter/falco/c07	470	120022-120491	-
fighter/sonic/c07	463	120492-120954	-
fighter/koopa/c05	394	120955-121348	-
fighter/koopa/c01	394	121369-121762	-
fighter/sonic/c03	464	121777-122240	-
fighter/falco/c03	470	122241-122710	-
fighter/lucas/c06	501	122711-123211	-
fighter/marth/cmn	4	123212-123215	-
item/goldenhammer	0		-
fighter/krool/c03	528	123230-123757	-
fighter/kamui/c03	541	123758-124298	-
item/killer/param	0		-
item/heart/camera	0		-
fighter/shulk/c03	475	124327-124801	-
fighter/mario/cmn	4	124816-124819	-
fighter/daisy/c04	446	124820-125265	-
fighter/daisy/c00	446	125266-125711	-
fighter/yoshi/cmn	4	125712-125715	-
fighter/shulk/c07	472	125716-126187	-
item/curry/effect	0		-
item/diddypeanuts	0		-
fighter/kamui/c07	541	126216-126756	-
item/staff/script	0		-
fighter/zelda/c00	438	126785-127222	-
fighter/koopa/cmn	25	127223-127247	-
item/walkmushshot	0		-
fighter/marth/c01	418	127284-127701	-
fighter/trail/c03	482	127702-128183	-
fighter/chrom/c00	433	128201-128633	-
fighter/chrom/c04	432	128648-129079	-
fighter/marth/c05	418	129111-129528	-
fighter/trail/c07	482	129531-130012	-
fighter/zelda/c04	438	130063-130500	-
fighter/mario/c05	488	130501-130988	-
fighter/buddy/c00	595	130989-131583	-
fighter/purin/c06	413	131598-132010	-
fighter/yoshi/c01	599	132011-132609	-
fighter/peach/c02	479	132624-133102	-
fighter/snake/c07	657	133103-133759	-
item/dragoonsight	0		-
fighter/snake/c03	657	133792-134448	-
fighter/peach/c06	479	134449-134927	-
fighter/purin/c02	413	134928-135340	-
fighter/yoshi/c05	599	135358-135956	-
fighter/mario/c01	488	135957-136444	-
fighter/buddy/c04	595	136445-137039	-
item/badge/camera	0		-
fighter/kamui/c05	541	137069-137609	-
item/grass/camera	0		-
fighter/daisy/c02	446	137624-138069	-
item/homerunbathr	0		-
fighter/shulk/c05	475	138070-138544	-
fighter/shulk/c01	475	138554-139028	-
item/bumper/model	0		-
fighter/daisy/c06	446	139029-139474	-
fighter/kamui/c01	541	139489-140029	-
fighter/snake/cmn	4	140058-140061	-
fighter/trail/cmn	4	140077-140080	-
fighter/lucas/c04	501	140081-140581	-
item/assist/param	1	140582	-
fighter/krool/c01	528	140583-141110	-
fighter/fox/movie	0		-
fighter/koopa/c03	394	141111-141504	-
fighter/sonic/c01	463	141505-141967	-
fighter/falco/c01	470	141968-142437	-
fighter/falco/c05	470	142438-142907	-
fighter/sonic/c05	463	142908-143370	-
fighter/koopa/c07	394	143371-143764	-
fighter/krool/c05	528	143765-144292	-
fighter/lucas/c00	501	144307-144807	-
fighter/diddy/c05	587	144808-145394	-
fighter/robot/c03	455	145395-145849	-
fighter/brave/c03	521	145864-146384	-
item/pacmancherry	0		-
fighter/sheik/c01	451	146413-146863	-
item/banana/param	1	146864	-
fighter/sheik/c05	450	146879-147328	-
fighter/brave/c07	521	147329-147849	-
fighter/ganon/cmn	35	147864-147898	-
fighter/robot/c07	455	147899-148353	-
item/st_fruitbomb	0		-
fighter/diddy/c01	587	148354-148940	-
item/staff/camera	0		-
item/mushd/effect	0		-
fighter/younglink	0		-
fighter/cloud/c04	443	148955-149397	-
fighter/demon/c00	563	149399-149961	-
fighter/kirby/c01	687	149990-150676	-
fighter/simon/c07	585	150677-151261	-
fighter/bayonetta	0		-
item/screw/motion	0		-
fighter/samus/c01	556	151265-151820	-
fighter/simon/c03	585	151821-152405	-
fighter/samus/c05	556	152406-152961	-
fighter/demon/c04	563	152962-153524	-
item/magicpotwind	0		-
fighter/kirby/c05	687	153539-154225	-
item/drill/effect	0		-
fighter/cloud/c00	444	154240-154683	-
fighter/luigi/c01	521	154684-155204	-
fighter/wario/c05	531	155219-155749	-
item/stage/effect	0		-
fighter/ryu/movie	0		-
item/heart/motion	0		-
item/grass/script	0		-
fighter/wario/c01	531	155820-156350	-
fighter/simon/cmn	4	156351-156354	-
fighter/luigi/c05	521	156369-156889	-
item/badge/script	0		-
fighter/brave/cmn	4	156890-156893	-
fighter/ganon/c07	420	156894-157313	-
fighter/pichu/c02	431	157314-157744	-
item/st_ice_yasai	0		-
fighter/dolly/c05	439	157745-158183	-
item/toonlinkbomb	0		-
fighter/robot/cmn	4	158226-158229	-
item/beetle/param	1	158230	-
item/raygun/model	0		-
fighter/dolly/c01	439	158259-158697	-
fighter/ganon/c03	420	158726-159145	-
fighter/pichu/c06	431	159146-159576	-
fighter/luigi/c04	521	159577-160097	-
fighter/wario/c00	528	160112-160639	-
fighter/ike/movie	0		-
fighter/wario/c04	528	160711-161238	-
fighter/luigi/c00	521	161253-161773	-
fighter/ganon/c02	420	161774-162193	-
item/beetle/model	0		-
fighter/pichu/c07	431	162208-162638	-
fighter/dolly/c00	439	162639-163077	-
item/unira/script	0		-
item/raygun/param	1	163148	-
fighter/dolly/c04	439	163150-163588	-
fighter/roy/movie	0		-
fighter/ganon/c06	420	163603-164022	-
fighter/pichu/c03	431	164023-164453	-
fighter/diddy/c00	572	164454-165025	-
item/banana/model	0		-
item/snakegrenade	0		-
item/thundersword	0		-
fighter/robot/c06	455	165026-165480	-
fighter/brave/c06	517	165481-165997	-
fighter/sheik/c04	450	166026-166475	-
fighter/sheik/c00	451	166530-166980	-
fighter/pichu/cmn	4	166998-167001	-
item/curry/script	0		-
fighter/brave/c02	517	167002-167518	-
fighter/robot/c02	455	167533-167987	-
fighter/diddy/c04	587	167988-168574	-
fighter/cloud/c01	450	168575-169024	-
fighter/demon/c05	564	169025-169588	-
fighter/kirby/c04	687	169603-170289	-
item/chickenparty	0		-
fighter/simon/c02	585	170304-170888	-
fighter/samus/c04	556	170889-171444	-
fighter/simon/c06	585	171445-172029	-
fighter/samus/c00	555	172030-172584	-
fighter/demon/c01	564	172585-173148	-
fighter/kirby/c00	687	107510,107535-107536,173177-173860	-
fighter/cloud/c05	450	173861-174310	-
fighter/kamui/c00	541	174367-174907	-
fighter/daisy/c07	446	174908-175353	-
fighter/purin/cmn	4	175354-175357	-
fighter/shulk/c00	475	175358-175832	-
item/mushd/motion	0		-
fighter/shulk/c04	475	175833-176307	-
fighter/daisy/c03	446	176308-176753	-
item/bumper/param	1	176754	-
fighter/kamui/c04	541	176755-177295	-
fighter/peach/cmn	4	177310-177313	-
item/screw/effect	0		-
fighter/lucas/c01	501	177331-177831	-
fighter/krool/c04	528	177846-178373	-
item/assist/model	0		-
fighter/koopa/c06	394	178374-178767	-
fighter/falco/c04	470	178768-179237	-
fighter/sonic/c04	463	179238-179700	-
fighter/sonic/c00	460	179701-180160	-
fighter/falco/c00	470	180161-180630	-
fighter/plizardon	0		-
item/unira/camera	0		-
fighter/koopa/c02	394	180631-181024	-
item/drill/motion	0		-
fighter/krool/c00	528	181025-181552	-
fighter/lucas/c05	501	181568-182068	-
fighter/zelda/c05	438	182083-182520	-
item/stage/motion	0		-
item/curry/camera	0		-
fighter/marth/c04	418	182560-182977	-
fighter/trail/c06	482	182978-183459	-
fighter/chrom/c05	432	183460-183891	-
fighter/chrom/c01	432	183940-184371	-
fighter/marth/c00	418	184386-184803	-
fighter/szerosuit	0		-
fighter/trail/c02	482	184804-185285	-
item/heart/effect	0		-
fighter/zelda/c01	438	185357-185794	-
fighter/mario/c00	488	185795-186282	-
fighter/buddy/c05	595	186283-186877	-
fighter/purin/c03	413	186893-187305	-
fighter/yoshi/c04	599	187320-187918	-
fighter/snake/c02	657	187920-188576	-
fighter/peach/c07	479	188577-189055	-
fighter/peach/c03	479	189084-189562	-
fighter/pzenigame	0		-
fighter/ken/movie	0		-
fighter/snake/c06	657	189563-190219	-
fighter/purin/c07	416	190220-190635	-
fighter/yoshi/c00	599	190636-191234	-
fighter/daisy/cmn	4	191249-191252	-
fighter/mario/c04	488	191253-191740	-
fighter/buddy/c01	595	191741-192335	-
fighter/pickel/c01	872	192364-193235	-
item/killer/effect	0		-
item/firebar/param	1	193236	-
fighter/koopag/c04	183	63600-63602,193237-193416	-
fighter/lucina/c04	432	193432-193863	-
fighter/koopag/c00	183	63187-63189,127227-127247,193864-194022	-
fighter/lucina/c00	431	194023-194453	-
item/starrod/model	0		-
fighter/pickel/c05	872	194483-195354	-
fighter/samusd/c06	535	195355-195889	-
fighter/samusd/c02	535	195948-196482	-
fighter/ryu/camera	0		-
item/killereyeshot	0		-
fighter/ridley/c04	455	196549-197003	-
fighter/ike/append	0		-
fighter/miifighter	0		-
fighter/ridley/c00	455	197075-197529	-
item/beetle/effect	0		-
fighter/donkey/c00	454	197608-198061	-
fighter/ike/result	0		-
item/freezer/model	0		-
item/thunder/model	0		-
fighter/eflame/c02	460	198118-198577	-
item/hammer/camera	0		-
item/raygun/camera	0		-
item/dragoon/model	0		-
item/assist/effect	0		-
item/banana/motion	0		-
fighter/eflame/c06	460	198646-199105	-
fighter/donkey/c04	454	199177-199630	-
item/pellet/camera	0		-
item/bomber/script	0		-
fighter/pikmin/c06	573	199661-200233	-
fighter/mewtwo/c00	399	200234-200632	-
fighter/dedede/c00	600	200633-201232	-
fighter/pikmin/c02	583	201233-201815	-
fighter/dedede/c04	600	201830-202429	-
fighter/mewtwo/c04	399	202430-202828	-
item/common/effect	0		-
fighter/tantan/c04	1143	202843-203985	-
fighter/master/c04	651	203986-204636	-
fighter/mariod/cmn	4	204637-204640	-
fighter/packun/c07	491	204641-205131	-
fighter/master/c00	651	205146-205796	-
fighter/packun/c03	491	205797-206287	-
fighter/tantan/c00	1143	206288-207430	-
item/barrel/effect	0		-
fighter/ike/camera	0		-
fighter/elight/c01	488	207431-207918	-
fighter/mariod/c03	472	207919-208390	-
